Time_hours,DOL_total_cells,DOL_stem_cells,DOL_buffer_cells,DOL_producer_cells,DOL_yield,Mono_cells,Mono_yield
0.0,10000000.0,10000000.0,0.0,0.0,0.0,10000000.0,0.0
0.04804804804804805,10573448.520925839,10300460.289439857,265015.0171243614,7973.21436161998,9.287892995455817e-05,10335151.684159417,0.23447444223929334
0.0960960960960961,11165465.7162872,10644711.281992866,490044.9948693211,30709.439425011344,0.0007217222951795887,10681414.818786478,0.4768059442431982
0.14414414414414414,11778984.728599284,11028733.244987525,683483.5272016999,66767.9564100594,0.0023711214462234917,11039149.556367148,0.7272549167404359
0.1921921921921922,12416677.54581793,11449490.787775896,852099.1273891109,115087.63065292288,0.00548261422874853,11408727.140764605,0.9860901900466007
0.2402402402402402,13081020.271726536,11904747.080410106,1001355.3005241023,174917.8907923266,0.010466578301320618,11790530.229889903,1.2535892867371736
0.2882882882882883,13774346.049708474,12392914.735157255,1135667.7910800702,245763.52347114845,0.017711984497203084,12184953.206754886,1.5300386893504496
0.33633633633633636,14498888.076414665,12912936.156558182,1258611.336926128,327340.5829303544,0.02759443952818692,12592402.497883145,1.8157341183982223
0.3843843843843844,15256814.660776207,13464187.57150674,1373085.8461046545,419541.2431648137,0.04048286362252541,13013296.894392736,2.1109808140311888
0.4324324324324324,16050257.897121651,14046402.08330323,1481449.9679865956,522405.8458318259,0.056745081271347864,13448067.864196291,2.4160938053042256
0.4804804804804804,16881337.209105786,14659608.008716542,1585628.4594961796,636100.7408930653,0.07675254878393475,13897159.88375292,2.731398206843801
0.5285285285285285,17752178.77164718,15304079.489165105,1687198.4905124197,760900.7919696583,0.10088439876622637,14361030.806123089,3.0572295715511046
0.5765765765765766,18664931.62074142,15980296.946105273,1787459.0387891035,897175.6358470428,0.12953094715360458,14840152.177421905,3.3939341605623037
0.6246246246246246,19621781.088216513,16688915.457302634,1887486.6551131213,1045378.9758007614,0.16309677823842672,15335009.58986649,3.741869269500582
0.6726726726726727,20624960.08815381,17430739.453051724,1988180.3256608448,1206040.3094412412,0.2020035038886543,15846103.01620224,4.101403554167835
0.7207207207207207,21676758.657554112,18206702.494228818,2090297.5353673422,1379758.6279579508,0.2466922714882267,16373947.17072588,4.472917370575553
0.7687687687687688,22779532.0803889,19017851.106768876,2194483.2702016067,1567197.7034184143,0.297626082371826,16919071.88886239,4.856803129366635
0.8168168168168167,23935707.85370473,19865331.850635666,2301293.346008953,1769082.657060109,0.3552919703022614,17482022.47131402,5.253465640395894
0.8648648648648648,25147791.697144732,20750380.965742573,2411213.16832499,1986197.5630771664,0.420203079613925,18063360.00991248,5.663322454108195
0.9129129129129129,26418372.76601472,21674316.05343014,2524672.8267637147,2219383.8858208642,0.49290067556973083,18663661.807440285,6.086804254626845
0.9609609609609608,27750128.187687077,22638529.365395065,2642059.231664207,2469539.5906278035,0.5739561125443795,19283521.732836798,6.524355229524123
1.009009009009009,29145827.01534893,23644482.34166904,2763725.879297522,2737618.7943823673,0.6639727812826829,19923550.557749093,6.9764334609052066
1.057057057057057,30608333.66534152,24693701.11444025,2890000.7010850725,3024631.8498161966,0.7635880517576634,20584376.35311052,7.443511315190644
1.1051051051051048,32140610.88642682,25787772.740099423,3021192.3720486504,3331645.77427875,0.8734752251617504,21266644.867462024,7.9260758450187465
1.1531531531531531,33745722.291828945,26928341.965881832,3157595.376164895,3659784.949782216,0.9943455056352841,21971019.86578791,8.424629203805688
1.2012012012012012,35426834.47061851,28117108.37160202,3299494.0655955034,4010232.0334209823,1.126949999956339,22698183.49008642,8.939689066518755
1.2492492492492493,37187218.684296355,29355823.750191513,3447165.908695022,4384229.025409814,1.2720817516559206,23448836.665277034,9.471789055060693
1.2972972972972974,39030252.14375239,30646289.61386004,3600884.0798657658,4783078.450026577,1.4305778142398464,24223699.441047553,10.0214791762104
1.3453453453453454,40959418.85171476,31990354.73515191,3760919.504184153,5208144.612378705,1.6033213663778971,25023511.29452012,10.58932626652969
1.3933933933933933,42978309.99207986,33389912.631848544,3927542.467173682,5660854.893057638,1.791243871471397,25849031.55255856,11.175914446301896
1.4414414414414414,45090623.83808291,34846898.91922582,4101023.8716849783,6142701.047172115,1.9953272824969854,26701039.73054804,11.781845581235167
1.4894894894894894,47300165.14373701,36363288.478327416,4281636.182608798,6655240.482800794,2.2166062910814004,27580335.787962876,12.4077397462724
1.5375375375375375,49610843.98325133,37941092.37195439,4469654.124842757,7200097.48645419,2.4561706201124216,28487740.518172063,13.05423570690479
1.5855855855855856,52026673.99439955,39582354.45582684,4665355.170860849,7778964.367711853,2.7151673574799897,29424095.904026717,13.72199140666283
1.6336336336336335,54551769.97843347,41289147.63787169,4869019.844537237,8393602.49602454,2.9948033275733708,30390265.398345135,14.41168445654598
1.6816816816816815,57190344.806818075,43063569.73860982,5080931.866976633,9045843.201231623,3.2963474963706534,31387134.05727163,15.124012615741362
1.7297297297297296,59946705.578425795,44907738.907860756,5301378.161963269,9737588.508601774,3.621133404995807,32415609.005747497,15.85969431850543
1.7777777777777777,62825248.965982564,46823788.55452446,5530648.735138066,10470811.67632004,3.9705616245313378,33476619.690436654,16.619469185734967
1.8258258258258258,65830455.71896021,48813861.76972839,5769036.427704247,11247557.521527573,4.34610222947567,34571118.04541481,17.40409852959639
1.8738738738738736,68966884.26630245,50880105.198840134,6016836.585026356,12069942.482435958,4.749297270799646,35700078.59064278,18.214365854757045
1.9219219219219217,72239163.2465351,53024662.27649337,6274346.588776466,12940154.38126525,5.1817632531646645,36864498.865359195,19.051077427101045
1.96996996996997,75651983.11219612,55249665.90887686,6541865.309812326,13860451.893506931,5.6451935951258845,38065399.556464784,19.91506279846041
2.018018018018018,79210086.58466104,57557230.47745555,6819692.452801651,14833163.654403834,6.141361068010333,39303824.4596233,20.807175303673855
2.066066066066066,82918257.83612381,59949443.10230241,7108127.799832854,15860686.933988547,6.672120191890661,40580840.634606615,21.72829260765299
2.114114114114114,86781310.61466649,62428354.31242043,7407470.364232402,16945485.938013665,7.239409581685992,41897538.66863798,22.679317284578694
2.162162162162162,90804074.9667809,64995967.928214,7718017.4355489295,18090089.60301797,7.8452542224851225,43255032.66628173,23.661177348630126
2.2102102102102097,94991383.11633995,67654230.48539284,8040063.561614963,19297089.069332145,8.491767689342804,44654459.95795796,24.674826721283758
2.258258258258258,99348052.89553729,70405019.3327925,8373899.347614316,20569134.215130456,9.181154203232408,46096981.33263562,25.72124584087932
2.3063063063063063,103878870.92239684,73250130.64545174,8719810.242516985,21908930.034428127,9.915710624771163,47583781.02454941,26.801442220834073
2.3543543543543546,108588573.98763597,76191266.49910636,9078075.194114713,23319232.294414897,10.697828303244112,49116066.49449468,27.916450963211418
2.4024024024024024,113481828.46067536,79230020.98688547,9448965.165433468,24802842.308356423,11.529994701775003,50695067.919975,29.067335198877483
2.4504504504504507,118563209.04773916,82367866.0802144,9832741.607079975,26362601.360444795,12.414794903878079,52322038.41450134,30.255186747442917
2.4984984984984986,123837175.9303476,85606136.73208068,10229654.816209368,28001384.382057566,13.354912917950113,53998253.68856559,31.481126629143695
2.5465465465465464,129308049.89448124,88946015.14341249,10639942.157956053,29722092.5931127,14.353132652277331,55725011.48661112,32.746305514175496
2.5945945945945947,134979986.81440568,92388514.86044277,11063826.243325284,31527645.710637618,15.412338709398519,57503630.992051415,34.051904173810506
2.6426426426426426,140856951.12111083,95934464.44662188,11501513.036315268,33420973.63817368,16.535517016520796,59335452.81555296,35.39913413302075
2.690690690690691,146942686.66792095,99584490.39705834,11953189.77979249,35405006.49107011,17.725754787824027,61221838.324321516,36.7892381224941
2.7387387387387387,153240686.90345997,103338999.7200688,12419022.878427248,37482664.3049639,18.986240400634234,63164168.58704747,38.22349039947905
2.7867867867867866,159754166.38113815,107198163.66735588,12899155.882721629,39656846.831060626,20.32026303705767,65163843.86323869,39.703197281106604
2.834834834834835,166486027.92070875,111161899.66562486,13393707.160527403,41930421.09455647,21.731211619766164,67222283.0602701,41.22969768087281
2.8828828828828827,173438831.66125327,115229854.71029639,13902767.702241572,44306209.24871531,23.222573548832706,69340922.71957484,42.80436348565512
2.930930930930931,180614762.39222568,119401388.3909669,14426398.805341603,46786975.19591716,24.79793286907693,71521215.47720203,44.428599729748896
2.978978978978979,188015597.0441099,123675556.55695496,14964629.767799353,49375410.71935559,26.460968035607358,73764629.53388713,46.10384519982634
3.0270270270270268,195642672.6037437,128051095.91681808,15517455.630649673,52074121.05627593,28.215449155904697,76072647.49203554,47.831572798625
3.075075075075075,203496853.51446807,132526408.90225443,16084834.870607104,54885609.74160655,30.065234779101267,78446764.86164315,49.61328977836019
